verkiezing;gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip;total_counted;cast;votes_ongeldig;votes_blanco;VVD;Partij van de Arbeid (P.v.d.A.);CDA;Baarnse Onafhankelijke Partij (BOP);D66;GROENLINKS;ChristenUnie-SGP;LTS (Lijst Tinus Snyders);PVV (Partij voor de Vrijheid);SP (Socialistische Partij);ChristenUnie;Staatkundig Gereformeerde Partij (SGP);50PLUS;Partij voor de Dieren;Vrijzinnige Partij;Provincie@Inwonersbelangen;Libertarische Partij (LP);JEZUS LEEFT;OndernemersPartij;VNL (VoorNederland);DENK;NIEUWE WEGEN;Forum voor Democratie;De Burger Beweging;GeenPeil;Piratenpartij;Artikel 1;Niet Stemmers;StemNL;MenS en Spirit / Basisinkomen Partij / V-R;VoorBaarn;U26 GEMEENTEN;GROENLINKS / Partij van de Arbeid (PvdA);Volt;JA21;BBB;BIJ1;Piratenpartij - De Groenen;BVNL / Groep Van Haga;Nieuw Sociaal Contract;Splinter;LP (Libertaire Partij);LEF - Voor de Nieuwe Generatie;Samen voor Nederland;Nederland met een PLAN;PartijvdSport;Politieke Partij voor Basisinkomen
2017_tk;Baarn;308;0308::SB11;Stembureau Verzorgingstehuis De Blinkert;3741 BE;1076;1388;4;1;231;55;134;0;144;91;0;0;117;83;55;15;28;33;0;0;3;1;2;3;57;3;14;1;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017_tk;Baarn;308;0308::SB12;Stembureau Brandweerkazerne;3741 WE;1479;1642;9;2;379;86;126;0;262;131;0;0;145;101;41;14;40;58;1;0;3;0;2;8;39;1;34;0;1;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017_tk;Baarn;308;0308::SB13;Stembureau Woon- en zorgcentrum Santvoorde;3741 VJ;1156;1525;1;0;249;66;135;0;134;93;0;0;174;80;40;19;50;53;0;0;0;0;2;4;24;0;25;0;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017_tk;Baarn;308;0308::SB14;Stembureau De Speeldoos;3741 TA;1405;1430;0;4;372;72;157;0;201;139;0;0;147;93;49;17;34;68;0;0;6;1;2;3;1;3;35;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB1;Stembureau Gemeentehuis Baarn ing Laanstraat 1;3743 BA;1373;1565;2;9;376;84;191;102;228;163;68;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB2;Stembureau Basisschool De Uitkijck;3742 RC;882;1701;1;2;170;76;112;75;141;101;67;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB3;Stembureau Maria Koningin Kerk;3742 XM;767;1330;3;1;88;64;112;99;81;129;57;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB4;Stembureau Guido de Bresschool ing Maatkampweg;3742 TG;760;1289;2;4;115;66;93;73;87;96;69;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB5;Stembureau Gebouw De Pool;3742 RL;620;1321;1;6;59;36;58;58;70;141;52;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB6;Stembureau Gebouw Elan;3742 SJ;702;1510;3;4;150;41;80;59;109;100;51;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB7;Stembureau NS station;3743 KM;1177;1252;3;2;419;65;159;82;164;119;67;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB8;Stembureau Gebouw Brandpunt;3743 KN;791;1279;3;1;269;28;99;82;133;79;33;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB9;Stembureau Rest. Greenfield's ingang Â Chopinln;3741 GS;926;1882;4;2;296;56;143;77;126;72;71;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB10;Stembureau Dorpshuis de Furs;3749 AA;236;355;2;2;49;23;15;13;16;45;18;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB11;Stembureau Verzorgingstehuis De Blinkert;3741 BE;796;1457;8;4;138;49;113;94;90;98;67;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB12;Stembureau Brandweerkazerne;3741 WE;1070;1668;3;8;243;98;88;86;162;154;58;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB13;Stembureau Woon- en zorgcentrum Santvoorde;3741 VJ;779;1570;2;7;100;69;110;88;122;79;61;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018_gr;Baarn;308;0308::SB14;Stembureau De Speeldoos;3741 TA;1043;1436;1;4;181;88;167;81;160;155;55;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB1;Stembureau Gemeentehuis Baarn ing Laanstraat 1;3743 BA;1291;1485;3;1;309;104;133;0;131;189;0;0;40;28;50;16;34;75;0;0;0;0;0;0;2;0;172;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB2;Stembureau Basisschool De Uitkijck;3742 RC;878;1666;3;1;145;76;82;0;92;136;0;0;37;39;60;10;42;33;0;0;0;0;0;0;12;0;106;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB3;Stembureau Maria Koningin Kerk;3742 XM;728;1278;7;3;87;83;56;0;40;107;0;0;38;49;58;6;42;39;0;0;0;0;0;0;2;0;119;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB4;Stembureau Guido de Bresschool ing Maatkampweg;3742 TG;784;1247;2;0;113;78;68;0;48;108;0;0;49;34;40;11;52;41;0;0;0;0;0;0;8;0;127;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB5;Stembureau Gebouw De Pool;3742 RL;596;1258;3;3;57;57;41;0;25;67;0;0;66;40;33;6;46;24;0;0;0;0;0;0;27;0;102;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB6;Stembureau Gebouw Elan;3742 SJ;756;1484;2;0;155;58;64;0;76;105;0;0;41;22;40;6;27;38;0;0;0;0;0;0;6;0;110;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB7;Stembureau NS station;3743 KM;1132;1231;6;3;372;56;137;0;148;125;0;0;25;11;54;9;33;43;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB8;Stembureau Gebouw Brandpunt;3743 KN;782;1243;1;1;255;39;76;0;110;98;0;0;12;5;38;1;16;37;0;0;0;0;0;0;3;0;86;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB9;Stembureau Rest. Greenfield's ingang Â Chopinln;3741 GS;942;1874;2;2;276;51;118;0;119;74;0;0;42;20;52;18;25;39;0;0;0;0;0;0;1;0;101;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB10;Stembureau Dorpshuis de Furs;3749 AA;243;348;1;2;55;16;18;0;16;26;0;0;11;11;8;10;7;24;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB11;Stembureau Verzorgingstehuis De Blinkert;3741 BE;790;1430;1;4;112;71;79;0;50;107;0;0;43;33;49;14;40;44;0;0;0;0;0;0;38;0;104;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019_ps;Baarn;308;0308::SB12;Stembureau Brandweerkazerne;3741 WE;1072;1639;2;1;234;84;99;0;118;149;0;0;37;36;63;10;41;47;0;0;0;0;0;0;12;0;134;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
